taxpayer_type,mailing_city,mailing_province,province,city_municipality,barangay,property_type,class_code,zoning_classification,land_use,unit_no,lot_area_sqm,assessment_level,tax_rate,tax_amount,assessment_year,years_as_owner,prior_assessments,prior_late_payments,prior_unpaid_payments,avg_previous_delay_days,outstanding_balance,payment_compliance_score,is_late_payment,due_month,due_quarter,log_outstanding_balance
Individual,Bansalan,Davao Del Sur,Davao Del Sur,CITY OF DAVAO,Matina Crossing,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,73,0.2,0.011,1337.9,2024,20,8,3,1,52.9,939.49,37.13,0,12.0,4.0,6.846401016042346
Individual,City of Davao,Davao Del Sur,Davao Oriental,Caraga,Sobrecarey,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,104,0.2,0.0122,1390.53,2023,4,4,1,1,31.8,719.96,71.56,0,3.0,1.0,6.58058365724388
Company,City of Digos,Davao Del Sur,Davao Del Sur,City of Digos,Dawis,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,224,0.5,0.0178,46622.69,2024,6,5,1,1,37.3,25134.44,63.53,0,9.0,3.0,10.132034081443916
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tagurano,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,208,0.4,0.0139,3594.53,2021,10,8,5,2,103.6,4126.37,5.0,1,12.0,4.0,8.32539567923528
Company,City of Davao,Davao Del Sur,Davao Oriental,City of Mati,Tamisan,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,593,0.5,0.0158,73137.22,2021,5,6,2,1,41.2,46830.88,50.26,1,12.0,4.0,10.754319446577854
Company,Mawab,Davao De Oro,Davao De Oro,Monkayo,Macopa,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,330,0.5,0.0142,38497.27,2021,10,8,1,1,30.8,15561.54,76.2,0,6.0,2.0,9.652622023484884
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Padada,Southern Paligue,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,250,0.2,0.0133,3220.66,2022,10,8,1,1,34.5,1367.45,77.79,0,9.0,3.0,7.221433991459593
Company,Jose Abad Santos,Davao Occidental,Davao Del Sur,City of Davao,Barangay 14-B (Pob.),Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,501,0.4,0.0142,12775.05,2024,17,8,4,2,90.8,12983.95,5.0,1,3.0,1.0,9.471546273492592
Individual,Matanao,Davao Del Sur,Davao Occidental,Sarangani,Batuganding,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,278,0.2,0.0121,4735.2,2023,8,8,2,1,41.7,2534.66,43.27,0,3.0,1.0,7.83820923716838
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bago Gallera,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,187,0.2,0.0125,4347.06,2021,4,3,1,0,16.1,1186.27,87.15,0,3.0,1.0,7.079411832939061
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Lacson,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2536,0.4,0.0127,11526.54,2022,15,8,2,1,38.4,8493.1,69.15,0,3.0,1.0,9.047127083820161
Individual,City of Mati,Davao Oriental,Davao Del Sur,City of Davao,Tapak,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 12B,82,0.25,0.0124,3972.25,2024,7,8,3,1,39.1,2936.85,31.73,1,3.0,1.0,7.9854333002909135
Individual,City of Davao,Davao Del Sur,Davao Del Norte,City of Panabo,Kasilak,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,316,0.2,0.0116,3153.35,2023,15,8,2,1,43.2,2250.23,61.17,0,6.0,2.0,7.719232012497344
Company,Maco,Davao De Oro,Davao Del Norte,New Corella,Suawon,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,67,0.2,0.0135,1031.78,2024,9,8,2,1,45.7,614.71,41.03,0,6.0,2.0,6.422776073461411
Company,City of Davao,Davao Del Sur,Davao Oriental,City of Mati,Luban,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,384,0.5,0.0151,44052.37,2024,13,8,3,2,78.0,42270.96,10.04,1,9.0,3.0,10.651879261068766
Individual,City of Tagum,Davao Del Norte,Davao Del Sur,City of Davao,Salapawan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,102,0.2,0.0113,1040.51,2023,20,8,4,1,75.1,869.75,22.33,1,3.0,1.0,6.76935490924611
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Atan-awe,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,407,0.5,0.0178,93506.83,2024,10,8,2,1,53.9,55597.99,44.32,0,6.0,2.0,10.925920314606053
Company,Kapalong,Davao Del Norte,Davao Del Sur,City of Davao,Centro (San Juan),Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2028,0.4,0.0114,18519.61,2023,3,3,1,1,44.3,8948.72,43.38,1,6.0,2.0,9.099377525863316
Individual,Maragusan,Davao De Oro,Davao Del Sur,City of Digos,Soong,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,167,0.2,0.0134,2897.94,2023,14,8,2,0,15.1,626.08,76.65,0,12.0,4.0,6.44107412420033
Company,City of Davao,Davao Del Sur,Davao Del Norte,City of Panabo,San Francisco (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,551,0.5,0.0165,84421.41,2022,5,5,1,1,39.4,50418.07,67.1,0,3.0,1.0,10.828124755510315
Individual,Bansalan,Davao Del Sur,Davao Del Sur,Magsaysay,Malawanit,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,273,0.2,0.0103,1017.72,2024,6,5,1,1,30.8,464.6,74.73,0,6.0,2.0,6.1433268964172285
Individual,Carmen,Davao Del Norte,Davao Del Sur,City of Digos,Dulangan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,252,0.2,0.014,4035.06,2021,16,8,5,2,99.9,5180.11,5.0,1,9.0,3.0,8.55277459801191
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Sulop,Litos,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,233,0.2,0.0114,2484.39,2021,9,8,1,0,19.0,604.95,80.45,0,12.0,4.0,6.406797474414496
Individual,City of Davao,Davao Del Sur,Davao De Oro,Maco,Anibongan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,130,0.2,0.0142,2225.46,2024,20,8,4,2,86.7,2257.91,5.0,1,9.0,3.0,7.722637675036894
Individual,Laak,Davao De Oro,Davao Del Sur,Sulop,Talas,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2523,0.4,0.0109,22162.53,2021,7,8,4,1,69.1,18413.39,17.92,1,9.0,3.0,9.820887703160816
Individual,Malita,Davao Occidental,Davao Oriental,Caraga,San Jose,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,198,0.2,0.0124,3742.44,2024,15,8,2,1,28.6,2306.38,53.56,0,3.0,1.0,7.74386796069104
Individual,Santa Maria,Davao Occidental,Davao Del Sur,City of Davao,Manambulan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,88,0.2,0.0126,1497.48,2024,13,8,2,0,22.1,468.29,80.07,0,6.0,2.0,6.151220914241788
Company,Carmen,Davao Del Norte,Davao Del Sur,City of Davao,Dalagdag,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,260,0.5,0.0165,29107.08,2022,10,8,2,1,36.3,17788.92,55.89,0,9.0,3.0,9.786387283741394
Individual,Malita,Davao Occidental,Davao Del Sur,City of Davao,Barangay 1-A (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,292,0.2,0.012,7008.51,2024,15,8,1,1,30.9,3405.01,60.55,0,3.0,1.0,8.133296797213626
Individual,Malita,Davao Occidental,Davao De Oro,Laak,Kidawa,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1059,0.4,0.0117,6710.26,2024,6,5,2,1,55.0,3518.34,41.95,1,3.0,1.0,8.16602875101182
Company,Governor Generoso,Davao Oriental,Davao Del Sur,City of Davao,Barangay 16-B (Pob.),Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 08A,80,0.25,0.0155,6719.32,2021,10,8,2,0,23.5,2262.55,70.18,0,3.0,1.0,7.724689656316158
Company,Island Garden City of Samal,Davao Del Norte,Davao Occidental,Santa Maria,San Agustin,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,2005,0.5,0.0162,180331.35,2023,13,8,1,1,31.5,103944.97,75.52,0,3.0,1.0,11.551626523895868
Individual,Bansalan,Davao Del Sur,Davao Del Sur,City of Davao,Kilate,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,284,0.2,0.0115,4716.16,2021,11,8,2,1,41.3,2376.84,48.99,0,9.0,3.0,7.77394779155564
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Malalag,Ibo,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,78,0.2,0.0141,908.09,2024,17,8,3,1,41.9,642.2,35.84,0,12.0,4.0,6.466455717864757
Individual,Cateel,Davao Oriental,Davao Oriental,Baganga,Campawan,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,102,0.5,0.0133,13776.61,2021,15,8,2,0,24.5,2904.28,85.7,0,3.0,1.0,7.974285050183393
Individual,Santo Tomas,Davao Del Norte,Davao Del Sur,City of Davao,Barangay 35-D (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,312,0.2,0.0139,6744.75,2022,2,1,0,0,0.0,202.19,73.81,0,9.0,3.0,5.314141501894922
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tibungco,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,96,0.2,0.0106,1041.38,2023,12,8,1,0,17.8,151.22,77.63,0,3.0,1.0,5.025326842839245
Individual,City of Mati,Davao Oriental,Davao Del Sur,Matanao,San Miguel,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2255,0.4,0.0114,6072.01,2022,11,8,3,1,54.1,4631.98,39.41,1,3.0,1.0,8.440955568550002
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Matanao,Dongan-Pekong,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,202,0.2,0.0119,1142.22,2023,10,8,1,1,22.8,577.01,64.81,0,3.0,1.0,6.359591169560779
Individual,City of Davao,Davao Del Sur,Davao Del Norte,City of Panabo,  Tibungol ,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,249,0.2,0.0121,5457.57,2022,10,8,3,1,49.8,4138.51,26.52,1,9.0,3.0,8.328332702326637
Company,City of Davao,Davao Del Sur,Davao Del Sur,Sulop,Harada Butai,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,425,0.5,0.0167,54840.66,2022,2,2,0,0,0.0,5422.11,90.29,0,6.0,2.0,8.598424730611002
Individual,Sulop,Davao Del Sur,Davao Del Sur,Santa Cruz,Tagabuli,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,99,0.2,0.0139,1758.03,2024,14,8,4,1,62.0,1471.8,12.57,1,9.0,3.0,7.2949206299188685
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Manuel Guianga,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,215,0.5,0.0159,36061.94,2023,3,2,1,1,30.6,21162.99,75.94,1,6.0,2.0,9.960056431523439
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tagakpan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,160,0.2,0.0129,3771.11,2022,10,8,1,1,39.0,2373.21,76.25,0,9.0,3.0,7.77242002955564
Company,Padada,Davao Del Sur,Davao Del Sur,City of Davao,Calinan (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,113,0.5,0.0169,18672.41,2022,12,8,1,1,26.3,7988.14,69.22,0,3.0,1.0,8.985838398424129
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tapak,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,313,0.2,0.012,5092.92,2021,4,5,0,0,0.0,889.44,93.15,0,9.0,3.0,6.791715722582128
Individual,Bansalan,Davao Del Sur,Davao Del Sur,City of Davao,Wilfredo Aquino,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,428,0.5,0.0134,34766.0,2024,10,8,2,1,45.9,20105.88,43.86,0,6.0,2.0,9.908817324037017
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Suawan (Tuli),Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2500,0.4,0.0125,10754.37,2021,12,8,1,0,17.4,2563.17,89.46,0,3.0,1.0,7.849390118494743
Individual,Mawab,Davao De Oro,Davao Del Sur,City of Davao,Mulig,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,161,0.2,0.0108,3441.11,2024,21,8,1,1,32.0,2063.27,82.46,0,12.0,4.0,7.632531931999543
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Digos,Binaton,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,139,0.5,0.0139,25477.54,2024,15,8,3,0,37.1,12112.91,39.73,0,3.0,1.0,9.402109658092789
Individual,Kiblawan,Davao Del Sur,Davao Del Sur,Matanao,Poblacion,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,255,0.2,0.012,2254.32,2024,18,8,2,1,37.7,1501.27,60.9,0,12.0,4.0,7.314732576488704
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Gov. Paciano Bangoy,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,125,0.2,0.0139,1660.2,2022,14,8,3,1,48.8,1287.26,39.51,1,9.0,3.0,7.161047749646671
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Wilfredo Aquino,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,77,0.2,0.0109,1500.71,2022,16,8,3,1,55.5,1214.67,32.85,1,12.0,4.0,7.103050644116521
Individual,Don Marcelino,Davao Occidental,Davao De Oro,Compostela,Tamia,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,292,0.2,0.0142,5595.5,2024,20,8,2,1,57.6,3156.58,49.65,0,12.0,4.0,8.057561190404078
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Bansalan,Libertad,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,165,0.2,0.0121,2356.25,2022,16,8,2,1,49.1,1718.89,35.5,0,3.0,1.0,7.450015614274015
Individual,City of Davao,Davao Del Sur,Davao De Oro,Maragusan,Parasanon,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,153,0.2,0.0124,2187.42,2024,17,8,3,1,45.5,1485.4,36.72,0,12.0,4.0,7.304112368059574
Individual,Magsaysay,Davao Del Sur,Davao Del Sur,CITY OF DIGOS,Soong,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,87,0.2,0.0128,1456.9,2021,17,8,3,1,51.8,1079.54,44.04,0,9.0,3.0,6.985216195159916
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Bansalan,Eman,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,152,0.2,0.0105,2692.34,2023,12,8,3,1,53.8,1972.03,29.9,1,,,7.587325711178177
Individual,City of Davao,Davao Del Sur,Davao De Oro,Laak,Macopa,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1327,0.4,0.013,6798.81,2022,5,4,2,1,43.7,4506.73,35.58,1,,,8.413548979843352
Individual,Cateel,Davao Oriental,Davao De Oro,Laak,Binasbas,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2064,0.4,0.0119,20587.7,2023,19,8,3,1,46.4,13726.17,31.94,1,12.0,4.0,9.52713235952698
Company,City of Davao,Davao Del Sur,Davao Del Sur,Matanao,  Kabasagan ,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,172,0.45,0.0129,14610.46,2023,16,8,4,1,83.6,12675.29,6.4,1,12.0,4.0,9.447488598428574
Individual,Mawab,Davao De Oro,Davao Del Sur,City of Davao,Toril (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,68,0.2,0.0122,1513.02,2023,3,4,3,1,55.3,1158.7,5.0,1,12.0,4.0,7.055916629962658
Company,City of Davao,Davao Del Sur,Davao Del Sur,Matanao,San Vicente,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,382,0.45,0.0165,38776.3,2021,14,8,3,2,80.4,36144.36,5.0,1,3.0,1.0,10.4953038652686
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Callawa,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1041,0.4,0.0135,7351.41,2023,6,6,3,1,72.6,5027.01,5.74,1,6.0,2.0,8.52277955857053
Individual,Bansalan,Davao Del Sur,Davao De Oro,New Bataan,Batinao,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1600,0.4,0.0133,13565.28,2023,20,8,2,1,39.0,9223.11,63.97,0,3.0,1.0,9.129575987289757
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Alfonso Angliongto Sr.,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,1058,0.5,0.0189,127180.47,2023,16,8,1,1,36.8,73677.46,65.29,0,9.0,3.0,11.207465769516402
Individual,City of Davao,Davao Del Sur,Davao De Oro,Laak,Datu Ampunan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,128,0.2,0.0142,1760.67,2023,3,3,2,1,62.0,923.58,27.62,1,,,6.829339580344615
Company,City of Davao,Davao Del Sur,Davao Oriental,Lupon,Tagugpo,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,148,0.45,0.0126,8334.12,2024,18,8,3,1,57.5,5856.9,33.46,1,9.0,3.0,8.67554645656939
Individual,City of Davao,Davao Del Sur,Davao Del Norte,Island Garden City of Samal,Mambago-A,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2331,0.4,0.0114,22589.38,2021,1,1,1,0,10.6,7611.62,86.01,0,6.0,2.0,8.937562675440708
Company,Asuncion,Davao Del Norte,Davao Del Sur,City of Davao,  Langub ,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,145,0.2,0.0138,4311.33,2023,4,4,2,1,48.8,2794.22,45.55,1,3.0,1.0,7.935666094477263
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,  Dominga ,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,531,0.5,0.0177,108821.71,2022,8,8,2,1,52.1,58985.93,45.02,0,12.0,4.0,10.985071172923746
Company,City of Mati,Davao Oriental,Davao Del Norte,New Corella,Patrocenio,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,305,0.5,0.018,36918.83,2023,20,8,1,0,20.4,6824.31,92.31,0,3.0,1.0,8.828393040267068
Individual,Pantukan,Davao De Oro,Davao Del Sur,City of Davao,Barangay 26-C (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,249,0.2,0.0122,3238.69,2024,18,8,2,1,30.8,1894.29,68.66,0,3.0,1.0,7.547127140108764
Individual,Bansalan,Davao Del Sur,Davao Del Sur,City of Davao,Atan-awe,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,205,0.2,0.0125,4042.7,2021,15,8,1,1,24.1,1759.86,61.73,0,12.0,4.0,7.473557605051961
Company,Carmen,Davao Del Norte,Davao Del Sur,City of Davao,Centro (San Juan),Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,119,0.45,0.0126,13122.32,2024,12,8,2,1,32.5,7035.62,53.26,0,12.0,4.0,8.85888322022427
Individual,Compostela,Davao De Oro,Davao Del Sur,City of Davao,Manuel Guianga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,300,0.2,0.0133,6715.0,2024,13,8,4,2,99.8,7368.15,5.0,1,9.0,3.0,8.905057646103321
Individual,Maragusan,Davao De Oro,Davao Oriental,Caraga,Palma Gil,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,332,0.5,0.0137,29143.45,2022,5,6,1,1,33.7,13265.19,73.43,0,12.0,4.0,9.492973972310693
Individual,Padada,Davao Del Sur,Davao Oriental,Tarragona,Tomoaong,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2664,0.4,0.0115,9811.89,2024,19,8,2,1,52.9,6035.79,43.41,0,6.0,2.0,8.705627692701915
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 9-A (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,232,0.2,0.0127,5482.25,2024,15,8,1,1,30.7,2922.33,78.81,0,9.0,3.0,7.980478656446614
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tigatto,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,292,0.2,0.0115,6058.98,2022,12,8,3,1,57.2,4348.38,39.89,1,,,8.377788585188911
Individual,Santa Maria,Davao Occidental,Davao Del Sur,City of Davao,Ula,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2179,0.4,0.013,22129.8,2022,3,3,2,1,38.6,13510.5,43.0,1,6.0,2.0,9.5112964536585
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Salapawan,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,783,0.2,0.013,12586.11,2024,14,8,2,1,39.4,7597.78,49.45,0,3.0,1.0,8.935742987072905
Individual,Kiblawan,Davao Del Sur,Davao Del Sur,City of Davao,Riverside,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,194,0.2,0.0112,3143.74,2021,10,8,3,1,56.8,2371.61,31.54,1,9.0,3.0,7.771745894003589
Individual,City of Panabo,Davao Del Norte,Davao Del Sur,Magsaysay,Bacungan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,175,0.2,0.0111,2250.16,2024,5,5,1,0,10.1,339.25,84.12,0,12.0,4.0,5.829680641531575
Individual,City of Davao,Davao Del Sur,Davao Oriental,City of Mati,"Don Salvador Lopez, Sr.",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1315,0.4,0.0101,11712.38,2023,13,8,1,1,39.5,6930.5,71.92,0,3.0,1.0,8.843831518978432
Individual,City of Davao,Davao Del Sur,Davao Del Norte,New Corella,New Cortez,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,195,0.2,0.0123,1700.62,2021,8,7,4,2,93.8,2023.6,5.0,1,12.0,4.0,7.613127429164651
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Biao Escuela,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,110,0.2,0.0118,2196.41,2023,13,8,3,1,43.1,1605.81,36.11,1,3.0,1.0,7.382006126015674
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Bansalan,Tubod,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 15C,41,0.25,0.0154,1499.22,2021,4,5,2,0,24.8,498.71,69.19,0,6.0,2.0,6.214027930157126
Company,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,City of Davao,Barangay 23-C (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,428,0.5,0.0136,73358.47,2021,1,1,0,0,0.0,4742.11,62.47,0,9.0,3.0,8.464448317681178
Company,Island Garden City of Samal,Davao Del Norte,Davao Del Norte,City of Tagum,Cuambogan,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,278,0.5,0.0136,20453.27,2022,11,8,2,1,47.7,13536.32,33.23,1,3.0,1.0,9.513205594821956
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Crossing Bayabas,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,312,0.2,0.012,2017.91,2023,20,8,2,1,39.9,1460.28,49.7,0,9.0,3.0,7.2870680429433685
Company,Monkayo,Davao De Oro,Davao Oriental,Lupon,Lantawan,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,1669,0.5,0.0163,72009.45,2021,18,8,1,1,29.4,31513.56,83.54,0,6.0,2.0,10.358204940244162
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,Padada,Tulogan,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,117,0.45,0.0147,6606.02,2024,13,8,2,0,25.4,1636.44,70.54,0,12.0,4.0,7.400889325616727
Company,City of Davao,Davao Del Sur,Davao Del Sur,Santa Cruz,Tagabuli,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,656,0.5,0.017,34962.17,2021,7,8,1,1,32.3,16262.18,71.87,0,9.0,3.0,9.696658935935819
Individual,City of Panabo,Davao Del Norte,Davao Oriental,Lupon,Calapagan,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,191,0.5,0.0173,21997.3,2024,8,7,1,1,35.9,13413.6,73.06,0,,,9.504098945046561
Company,Matanao,Davao Del Sur,Davao Del Sur,City of Davao,Lapu-lapu,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,592,0.5,0.0161,121196.57,2024,9,8,5,1,64.5,118056.84,6.19,1,12.0,4.0,11.678929952845504
Company,Carmen,Davao Del Norte,Davao Del Sur,City of Davao,Calinan (Pob.),Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,1948,0.5,0.0192,315459.19,2024,12,8,1,0,6.5,59091.81,75.9,0,12.0,4.0,10.9868645377868
